Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8
Hepatitis C, nausea, loss_of_appetite, yellowish_skin, fatigue,,,,
Hepatitis D, yellowish_skin, fatigue, joint_pain, vomiting,,,,
Hepatitis E, fatigue, high_fever, joint_pain, vomiting,,,,
Alcoholic hepatitis, abdominal_pain, yellowish_skin, swelling_of_stomach, vomiting,,,,
Tuberculosis, chills, fatigue, weight_loss, vomiting,,,,
Common Cold, chills, fatigue, continuous_sneezing, cough,,,,
Pneumonia, chills, fatigue, high_fever, cough,,,,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, pain_in_anal_region,,,,
Heart attack, sweating, breathlessness, chest_pain, vomiting,,,,
Varicose veins, bruising, obesity, fatigue, cramps,,,,
Hypothyroidism, cold_hands_and_feets, mood_swings, fatigue, weight_gain,,,,
Hyperthyroidism, mood_swings, fatigue, weight_loss, restlessness,,,,
Hypoglycemia, anxiety, sweating, fatigue, vomiting,,,,
Osteoarthristis, neck_pain, hip_joint_pain, joint_pain, knee_pain,,,,
Arthritis, stiff_neck, movement_stiffness, swelling_joints, muscle_weakness,,,,
(vertigo) Paroymsal  Positional Vertigo, nausea, spinning_movements, headache, vomiting,,,,
Acne, skin_rash, blackheads, scurring, pus_filled_pimples,,,,
Urinary tract infection, foul_smell_of urine, burning_micturition, continuous_feel_of_urine, bladder_discomfort,,,,
Psoriasis, skin_peeling, skin_rash, silver_like_dusting, joint_pain,,,,
Impetigo, red_sore_around_nose, skin_rash, blister, high_fever,,,,
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,
Allergy, chills, shivering, continuous_sneezing, watering_from_eyes,,,,
GERD, acidity, stomach_pain, ulcers_on_tongue, vomiting,,,,
Chronic cholestasis,itching, nausea, yellowish_skin, vomiting,,,,
Drug Reaction,itching, skin_rash, burning_micturition, stomach_pain,,,,
Peptic ulcer diseae, abdominal_pain, indigestion, loss_of_appetite, vomiting,,,,
AIDS, extra_marital_contacts, patches_in_throat, muscle_wasting, high_fever,,,,
Diabetes , fatigue, weight_loss, restlessness, lethargy,,,,
Gastroenteritis, dehydration, sunken_eyes, diarrhoea, vomiting,,,,
Bronchial Asthma, breathlessness, fatigue, high_fever, cough,,,,
Hypertension , loss_of_balance, dizziness, chest_pain, headache,,,,
Migraine, blurred_and_distorted_vision, acidity, indigestion, headache,,,,
Cervical spondylosis, neck_pain, weakness_in_limbs, dizziness, back_pain,,,,
Paralysis (brain hemorrhage), weakness_of_one_body_side, altered_sensorium, headache, vomiting,,,,
Jaundice,itching, fatigue, weight_loss, vomiting,,,,
Malaria, chills, sweating, high_fever, vomiting,,,,
Chicken pox,itching, skin_rash, fatigue, lethargy,,,,
Dengue, chills, skin_rash, joint_pain, vomiting,,,,
Typhoid, chills, fatigue, high_fever, vomiting,,,,
hepatitis A, dark_urine, yellowish_skin, joint_pain, vomiting,,,,
Hepatitis B,itching, yellowish_skin, fatigue, lethargy,,,,
Hepatitis C, nausea, loss_of_appetite, yellowish_skin, fatigue,,,,
Hepatitis D, yellowish_skin, fatigue, joint_pain, vomiting,,,,
Hepatitis E, fatigue, high_fever, joint_pain, vomiting,,,,
Alcoholic hepatitis, abdominal_pain, yellowish_skin, swelling_of_stomach, vomiting,,,,
Tuberculosis, chills, fatigue, weight_loss, vomiting,,,,
Common Cold, chills, fatigue, continuous_sneezing, cough,,,,
Pneumonia, chills, fatigue, high_fever, cough,,,,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, pain_in_anal_region,,,,
Heart attack, sweating, breathlessness, chest_pain, vomiting,,,,
Varicose veins, bruising, obesity, fatigue, cramps,,,,
Hypothyroidism, cold_hands_and_feets, mood_swings, fatigue, weight_gain,,,,
Hyperthyroidism, mood_swings, fatigue, weight_loss, restlessness,,,,
Hypoglycemia, anxiety, sweating, fatigue, vomiting,,,,
Osteoarthristis, neck_pain, hip_joint_pain, joint_pain, knee_pain,,,,
Arthritis, stiff_neck, movement_stiffness, swelling_joints, muscle_weakness,,,,
(vertigo) Paroymsal  Positional Vertigo, nausea, spinning_movements, headache, vomiting,,,,
Acne, skin_rash, blackheads, scurring, pus_filled_pimples,,,,
Urinary tract infection, foul_smell_of urine, burning_micturition, continuous_feel_of_urine, bladder_discomfort,,,,
Psoriasis, skin_peeling, skin_rash, silver_like_dusting, joint_pain,,,,
Impetigo, red_sore_around_nose, skin_rash, blister, high_fever,,,,
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,
Allergy, chills, shivering, continuous_sneezing, watering_from_eyes,,,,
GERD, acidity, stomach_pain, ulcers_on_tongue, vomiting,,,,
Chronic cholestasis,itching, nausea, yellowish_skin, vomiting,,,,
Drug Reaction,itching, skin_rash, burning_micturition, stomach_pain,,,,
Peptic ulcer diseae, abdominal_pain, indigestion, loss_of_appetite, vomiting,,,,
AIDS, extra_marital_contacts, patches_in_throat, muscle_wasting, high_fever,,,,
Diabetes , fatigue, weight_loss, restlessness, lethargy,,,,
Gastroenteritis, dehydration, sunken_eyes, diarrhoea, vomiting,,,,
Bronchial Asthma, breathlessness, fatigue, high_fever, cough,,,,
Hypertension , loss_of_balance, dizziness, chest_pain, headache,,,,
Migraine, blurred_and_distorted_vision, acidity, indigestion, headache,,,,
Cervical spondylosis, neck_pain, weakness_in_limbs, dizziness, back_pain,,,,
Paralysis (brain hemorrhage), weakness_of_one_body_side, altered_sensorium, headache, vomiting,,,,
Jaundice,itching, fatigue, weight_loss, vomiting,,,,
Malaria, chills, sweating, high_fever, vomiting,,,,
Chicken pox,itching, skin_rash, fatigue, lethargy,,,,
Dengue, chills, skin_rash, joint_pain, vomiting,,,,
Typhoid, chills, fatigue, high_fever, vomiting,,,,
hepatitis A, dark_urine, yellowish_skin, joint_pain, vomiting,,,,
Hepatitis B,itching, yellowish_skin, fatigue, lethargy,,,,
Hepatitis C, nausea, loss_of_appetite, yellowish_skin, fatigue,,,,
Hepatitis D, yellowish_skin, fatigue, joint_pain, vomiting,,,,
Hepatitis E, fatigue, high_fever, joint_pain, vomiting,,,,
Alcoholic hepatitis, abdominal_pain, yellowish_skin, swelling_of_stomach, vomiting,,,,
Tuberculosis, chills, fatigue, weight_loss, vomiting,,,,
Common Cold, chills, fatigue, continuous_sneezing, cough,,,,
Pneumonia, chills, fatigue, high_fever, cough,,,,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, pain_in_anal_region,,,,
Heart attack, sweating, breathlessness, chest_pain, vomiting,,,,
Varicose veins, bruising, obesity, fatigue, cramps,,,,
Hypothyroidism, cold_hands_and_feets, mood_swings, fatigue, weight_gain,,,,
Hyperthyroidism, mood_swings, fatigue, weight_loss, restlessness,,,,
Hypoglycemia, anxiety, sweating, fatigue, vomiting,,,,
Osteoarthristis, neck_pain, hip_joint_pain, joint_pain, knee_pain,,,,
Arthritis, stiff_neck, movement_stiffness, swelling_joints, muscle_weakness,,,,
(vertigo) Paroymsal  Positional Vertigo, nausea, spinning_movements, headache, vomiting,,,,
Acne, skin_rash, blackheads, scurring, pus_filled_pimples,,,,
Urinary tract infection, foul_smell_of urine, burning_micturition, continuous_feel_of_urine, bladder_discomfort,,,,
Psoriasis, skin_peeling, skin_rash, silver_like_dusting, joint_pain,,,,
Impetigo, red_sore_around_nose, skin_rash, blister, high_fever,,,,
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,
Allergy, chills, shivering, continuous_sneezing, watering_from_eyes,,,,
GERD, acidity, stomach_pain, ulcers_on_tongue, vomiting,,,,
Chronic cholestasis,itching, nausea, yellowish_skin, vomiting,,,,
Drug Reaction,itching, skin_rash, burning_micturition, stomach_pain,,,,
Peptic ulcer diseae, abdominal_pain, indigestion, loss_of_appetite, vomiting,,,,
AIDS, extra_marital_contacts, patches_in_throat, muscle_wasting, high_fever,,,,
Diabetes , fatigue, weight_loss, restlessness, lethargy,,,,
Gastroenteritis, dehydration, sunken_eyes, diarrhoea, vomiting,,,,
Bronchial Asthma, breathlessness, fatigue, high_fever, cough,,,,
Hypertension , loss_of_balance, dizziness, chest_pain, headache,,,,
Migraine, blurred_and_distorted_vision, acidity, indigestion, headache,,,,
Cervical spondylosis, neck_pain, weakness_in_limbs, dizziness, back_pain,,,,
Paralysis (brain hemorrhage), weakness_of_one_body_side, altered_sensorium, headache, vomiting,,,,
Jaundice,itching, fatigue, weight_loss, vomiting,,,,
Malaria, chills, sweating, high_fever, vomiting,,,,
Chicken pox,itching, skin_rash, fatigue, lethargy,,,,
Dengue, chills, skin_rash, joint_pain, vomiting,,,,
Typhoid, chills, fatigue, high_fever, vomiting,,,,
hepatitis A, dark_urine, yellowish_skin, joint_pain, vomiting,,,,
Hepatitis B,itching, yellowish_skin, fatigue, lethargy,,,,
Hepatitis C, nausea, loss_of_appetite, yellowish_skin, fatigue,,,,
Hepatitis D, yellowish_skin, fatigue, joint_pain, vomiting,,,,
Hepatitis E, fatigue, high_fever, joint_pain, vomiting,,,,
Alcoholic hepatitis, abdominal_pain, yellowish_skin, swelling_of_stomach, vomiting,,,,
Tuberculosis, chills, fatigue, weight_loss, vomiting,,,,
Common Cold, chills, fatigue, continuous_sneezing, cough,,,,
Pneumonia, chills, fatigue, high_fever, cough,,,,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, pain_in_anal_region,,,,
Heart attack, sweating, breathlessness, chest_pain, vomiting,,,,
Varicose veins, bruising, obesity, fatigue, cramps,,,,
Hypothyroidism, cold_hands_and_feets, mood_swings, fatigue, weight_gain,,,,
Hyperthyroidism, mood_swings, fatigue, weight_loss, restlessness,,,,
Hypoglycemia, anxiety, sweating, fatigue, vomiting,,,,
Osteoarthristis, neck_pain, hip_joint_pain, joint_pain, knee_pain,,,,
Arthritis, stiff_neck, movement_stiffness, swelling_joints, muscle_weakness,,,,
(vertigo) Paroymsal  Positional Vertigo, nausea, spinning_movements, headache, vomiting,,,,
Acne, skin_rash, blackheads, scurring, pus_filled_pimples,,,,
Urinary tract infection, foul_smell_of urine, burning_micturition, continuous_feel_of_urine, bladder_discomfort,,,,
Psoriasis, skin_peeling, skin_rash, silver_like_dusting, joint_pain,,,,
Impetigo, red_sore_around_nose, skin_rash, blister, high_fever,,,,
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,
Allergy, chills, shivering, continuous_sneezing, watering_from_eyes,,,,
GERD, acidity, stomach_pain, ulcers_on_tongue, vomiting,,,,
Chronic cholestasis,itching, nausea, yellowish_skin, vomiting,,,,
Drug Reaction,itching, skin_rash, burning_micturition, stomach_pain,,,,
Peptic ulcer diseae, abdominal_pain, indigestion, loss_of_appetite, vomiting,,,,
AIDS, extra_marital_contacts, patches_in_throat, muscle_wasting, high_fever,,,,
Diabetes , fatigue, weight_loss, restlessness, lethargy,,,,
Gastroenteritis, dehydration, sunken_eyes, diarrhoea, vomiting,,,,
Bronchial Asthma, breathlessness, fatigue, high_fever, cough,,,,
Hypertension , loss_of_balance, dizziness, chest_pain, headache,,,,
Migraine, blurred_and_distorted_vision, acidity, indigestion, headache,,,,
Cervical spondylosis, neck_pain, weakness_in_limbs, dizziness, back_pain,,,,
Paralysis (brain hemorrhage), weakness_of_one_body_side, altered_sensorium, headache, vomiting,,,,
Jaundice,itching, fatigue, weight_loss, vomiting,,,,
Malaria, chills, sweating, high_fever, vomiting,,,,
Chicken pox,itching, skin_rash, fatigue, lethargy,,,,
Dengue, chills, skin_rash, joint_pain, vomiting,,,,
Typhoid, chills, fatigue, high_fever, vomiting,,,,
hepatitis A, dark_urine, yellowish_skin, joint_pain, vomiting,,,,
Hepatitis B,itching, yellowish_skin, fatigue, lethargy,,,,
Hepatitis C, nausea, loss_of_appetite, yellowish_skin, fatigue,,,,
Hepatitis D, yellowish_skin, fatigue, joint_pain, vomiting,,,,
Hepatitis E, fatigue, high_fever, joint_pain, vomiting,,,,
Alcoholic hepatitis, abdominal_pain, yellowish_skin, swelling_of_stomach, vomiting,,,,
Tuberculosis, chills, fatigue, weight_loss, vomiting,,,,
Common Cold, chills, fatigue, continuous_sneezing, cough,,,,
Pneumonia, chills, fatigue, high_fever, cough,,,,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, pain_in_anal_region,,,,
Heart attack, sweating, breathlessness, chest_pain, vomiting,,,,
Varicose veins, bruising, obesity, fatigue, cramps,,,,
Hypothyroidism, cold_hands_and_feets, mood_swings, fatigue, weight_gain,,,,
Hyperthyroidism, mood_swings, fatigue, weight_loss, restlessness,,,,
Hypoglycemia, anxiety, sweating, fatigue, vomiting,,,,
Osteoarthristis, neck_pain, hip_joint_pain, joint_pain, knee_pain,,,,
Arthritis, stiff_neck, movement_stiffness, swelling_joints, muscle_weakness,,,,
(vertigo) Paroymsal  Positional Vertigo, nausea, spinning_movements, headache, vomiting,,,,
Acne, skin_rash, blackheads, scurring, pus_filled_pimples,,,,
Urinary tract infection, foul_smell_of urine, burning_micturition, continuous_feel_of_urine, bladder_discomfort,,,,
Psoriasis, skin_peeling, skin_rash, silver_like_dusting, joint_pain,,,,
Impetigo, red_sore_around_nose, skin_rash, blister, high_fever,,,,
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,
Allergy, chills, shivering, continuous_sneezing, watering_from_eyes,,,,
GERD, acidity, stomach_pain, ulcers_on_tongue, vomiting,,,,
Chronic cholestasis,itching, nausea, yellowish_skin, vomiting,,,,
Drug Reaction,itching, skin_rash, burning_micturition, stomach_pain,,,,
Peptic ulcer diseae, abdominal_pain, indigestion, loss_of_appetite, vomiting,,,,
AIDS, extra_marital_contacts, patches_in_throat, muscle_wasting, high_fever,,,,
Diabetes , fatigue, weight_loss, restlessness, lethargy,,,,
Gastroenteritis, dehydration, sunken_eyes, diarrhoea, vomiting,,,,
Bronchial Asthma, breathlessness, fatigue, high_fever, cough,,,,
Hypertension , loss_of_balance, dizziness, chest_pain, headache,,,,
Migraine, blurred_and_distorted_vision, acidity, indigestion, headache,,,,
Cervical spondylosis, neck_pain, weakness_in_limbs, dizziness, back_pain,,,,
Paralysis (brain hemorrhage), weakness_of_one_body_side, altered_sensorium, headache, vomiting,,,,
Jaundice,itching, fatigue, weight_loss, vomiting,,,,
Malaria, chills, sweating, high_fever, vomiting,,,,
Chicken pox,itching, skin_rash, fatigue, lethargy,,,,
Dengue, chills, skin_rash, joint_pain, vomiting,,,,
Typhoid, chills, fatigue, high_fever, vomiting,,,,
hepatitis A, dark_urine, yellowish_skin, joint_pain, vomiting,,,,
Hepatitis B,itching, yellowish_skin, fatigue, lethargy,,,,
Hepatitis C, nausea, loss_of_appetite, yellowish_skin, fatigue,,,,
Hepatitis D, yellowish_skin, fatigue, joint_pain, vomiting,,,,
Hepatitis E, fatigue, high_fever, joint_pain, vomiting,,,,
Alcoholic hepatitis, abdominal_pain, yellowish_skin, swelling_of_stomach, vomiting,,,,
Tuberculosis, chills, fatigue, weight_loss, vomiting,,,,
Common Cold, chills, fatigue, continuous_sneezing, cough,,,,
Pneumonia, chills, fatigue, high_fever, cough,,,,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, pain_in_anal_region,,,,
Heart attack, sweating, breathlessness, chest_pain, vomiting,,,,
Varicose veins, bruising, obesity, fatigue, cramps,,,,
Hypothyroidism, cold_hands_and_feets, mood_swings, fatigue, weight_gain,,,,
Hyperthyroidism, mood_swings, fatigue, weight_loss, restlessness,,,,
Hypoglycemia, anxiety, sweating, fatigue, vomiting,,,,
Osteoarthristis, neck_pain, hip_joint_pain, joint_pain, knee_pain,,,,
Arthritis, stiff_neck, movement_stiffness, swelling_joints, muscle_weakness,,,,
(vertigo) Paroymsal  Positional Vertigo, nausea, spinning_movements, headache, vomiting,,,,
Acne, skin_rash, blackheads, scurring, pus_filled_pimples,,,,
Urinary tract infection, foul_smell_of urine, burning_micturition, continuous_feel_of_urine, bladder_discomfort,,,,
Psoriasis, skin_peeling, skin_rash, silver_like_dusting, joint_pain,,,,
Impetigo, red_sore_around_nose, skin_rash, blister, high_fever,,,,
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,
Allergy, chills, shivering, continuous_sneezing, watering_from_eyes,,,,
GERD, acidity, stomach_pain, ulcers_on_tongue, vomiting,,,,
Chronic cholestasis,itching, nausea, yellowish_skin, vomiting,,,,
Drug Reaction,itching, skin_rash, burning_micturition, stomach_pain,,,,
Peptic ulcer diseae, abdominal_pain, indigestion, loss_of_appetite, vomiting,,,,
AIDS, extra_marital_contacts, patches_in_throat, muscle_wasting, high_fever,,,,
Diabetes , fatigue, weight_loss, restlessness, lethargy,,,,
Gastroenteritis, dehydration, sunken_eyes, diarrhoea, vomiting,,,,
Bronchial Asthma, breathlessness, fatigue, high_fever, cough,,,,
Hypertension , loss_of_balance, dizziness, chest_pain, headache,,,,
Migraine, blurred_and_distorted_vision, acidity, indigestion, headache,,,,
Cervical spondylosis, neck_pain, weakness_in_limbs, dizziness, back_pain,,,,
Paralysis (brain hemorrhage), weakness_of_one_body_side, altered_sensorium, headache, vomiting,,,,
Jaundice,itching, fatigue, weight_loss, vomiting,,,,
Malaria, chills, sweating, high_fever, vomiting,,,,
Chicken pox,itching, skin_rash, fatigue, lethargy,,,,
Dengue, chills, skin_rash, joint_pain, vomiting,,,,
Typhoid, chills, fatigue, high_fever, vomiting,,,,
hepatitis A, dark_urine, yellowish_skin, joint_pain, vomiting,,,,
Hepatitis B,itching, yellowish_skin, fatigue, lethargy,,,,
Hepatitis C, nausea, loss_of_appetite, yellowish_skin, fatigue,,,,
Hepatitis D, yellowish_skin, fatigue, joint_pain, vomiting,,,,
Hepatitis E, fatigue, high_fever, joint_pain, vomiting,,,,
Alcoholic hepatitis, abdominal_pain, yellowish_skin, swelling_of_stomach, vomiting,,,,
Tuberculosis, chills, fatigue, weight_loss, vomiting,,,,
Common Cold, chills, fatigue, continuous_sneezing, cough,,,,
Pneumonia, chills, fatigue, high_fever, cough,,,,
