Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis C,nausea:1,loss of appetite:1,yellowish skin:1,fatigue:1,,,,
Hepatitis D,yellowish skin:1,fatigue:1,joint pain:2,vomiting:2,,,,
Hepatitis E,fatigue:1,high fever:2,joint pain:2,vomiting:2,,,,
Alcoholic hepatitis,abdominal pain:2,yellowish skin:1,swelling of stomach:1,vomiting:2,,,,
Tuberculosis,chills:1,fatigue:1,weight loss:1,vomiting:2,,,,
Common Cold,chills:1,fatigue:1,continuous sneezing:1,cough:1,,,,
Pneumonia,chills:1,fatigue:1,high fever:2,cough:1,,,,
Dimorphic hemmorhoids(piles),constipation:1,pain during bowel movements:2,bloody stool:1,pain in anal region:2,,,,
Heart attack,sweating:1,breathlessness:3,chest pain:3,vomiting:2,,,,
Varicose veins,bruising:1,obesity:1,fatigue:1,cramps:1,,,,
Hypothyroidism,cold hands and feets:1,mood swings:1,fatigue:1,weight gain:1,,,,
Hyperthyroidism,mood swings:1,fatigue:1,weight loss:1,restlessness:1,,,,
Hypoglycemia,anxiety:1,sweating:1,fatigue:1,vomiting:2,,,,
Osteoarthristis,neck pain:2,hip joint pain:2,joint pain:2,knee pain:2,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,headache:1,vomiting:2,,,,
Acne,skin rash:1,blackheads:1,scurring:1,pus filled pimples:1,,,,
Urinary tract infection,foul smell of urine:1,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,high fever:2,,,,
Fungal infection,itching:1,skin rash:1,nodal skin eruptions:1,dischromic  patches:1,,,,
Allergy,chills:1,shivering:1,continuous sneezing:1,watering from eyes:1,,,,
GERD,acidity:1,stomach pain:2,ulcers on tongue:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Drug Reaction,itching:1,skin rash:1,burning micturition:1,stomach pain:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,loss of appetite:1,vomiting:2,,,,
AIDS,extra marital contacts:1,patches in throat:1,muscle wasting:1,high fever:2,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,diarrhoea:1,vomiting:2,,,,
Bronchial Asthma,breathlessness:3,fatigue:1,high fever:2,cough:1,,,,
Hypertension ,loss of balance:1,dizziness:1,chest pain:3,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,dizziness:1,back pain:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,altered sensorium:1,headache:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis C,nausea:1,loss of appetite:1,yellowish skin:1,fatigue:1,,,,
Hepatitis D,yellowish skin:1,fatigue:1,joint pain:2,vomiting:2,,,,
Hepatitis E,fatigue:1,high fever:2,joint pain:2,vomiting:2,,,,
Alcoholic hepatitis,abdominal pain:2,yellowish skin:1,swelling of stomach:1,vomiting:2,,,,
Tuberculosis,chills:1,fatigue:1,weight loss:1,vomiting:2,,,,
Common Cold,chills:1,fatigue:1,continuous sneezing:1,cough:1,,,,
Pneumonia,chills:1,fatigue:1,high fever:2,cough:1,,,,
Dimorphic hemmorhoids(piles),constipation:1,pain during bowel movements:2,bloody stool:1,pain in anal region:2,,,,
Heart attack,sweating:1,breathlessness:3,chest pain:3,vomiting:2,,,,
Varicose veins,bruising:1,obesity:1,fatigue:1,cramps:1,,,,
Hypothyroidism,cold hands and feets:1,mood swings:1,fatigue:1,weight gain:1,,,,
Hyperthyroidism,mood swings:1,fatigue:1,weight loss:1,restlessness:1,,,,
Hypoglycemia,anxiety:1,sweating:1,fatigue:1,vomiting:2,,,,
Osteoarthristis,neck pain:2,hip joint pain:2,joint pain:2,knee pain:2,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,headache:1,vomiting:2,,,,
Acne,skin rash:1,blackheads:1,scurring:1,pus filled pimples:1,,,,
Urinary tract infection,foul smell of urine:1,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,high fever:2,,,,
Fungal infection,itching:1,skin rash:1,nodal skin eruptions:1,dischromic  patches:1,,,,
Allergy,chills:1,shivering:1,continuous sneezing:1,watering from eyes:1,,,,
GERD,acidity:1,stomach pain:2,ulcers on tongue:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Drug Reaction,itching:1,skin rash:1,burning micturition:1,stomach pain:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,loss of appetite:1,vomiting:2,,,,
AIDS,extra marital contacts:1,patches in throat:1,muscle wasting:1,high fever:2,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,diarrhoea:1,vomiting:2,,,,
Bronchial Asthma,breathlessness:3,fatigue:1,high fever:2,cough:1,,,,
Hypertension ,loss of balance:1,dizziness:1,chest pain:3,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,dizziness:1,back pain:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,altered sensorium:1,headache:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis C,nausea:1,loss of appetite:1,yellowish skin:1,fatigue:1,,,,
Hepatitis D,yellowish skin:1,fatigue:1,joint pain:2,vomiting:2,,,,
Hepatitis E,fatigue:1,high fever:2,joint pain:2,vomiting:2,,,,
Alcoholic hepatitis,abdominal pain:2,yellowish skin:1,swelling of stomach:1,vomiting:2,,,,
Tuberculosis,chills:1,fatigue:1,weight loss:1,vomiting:2,,,,
Common Cold,chills:1,fatigue:1,continuous sneezing:1,cough:1,,,,
Pneumonia,chills:1,fatigue:1,high fever:2,cough:1,,,,
Dimorphic hemmorhoids(piles),constipation:1,pain during bowel movements:2,bloody stool:1,pain in anal region:2,,,,
Heart attack,sweating:1,breathlessness:3,chest pain:3,vomiting:2,,,,
Varicose veins,bruising:1,obesity:1,fatigue:1,cramps:1,,,,
Hypothyroidism,cold hands and feets:1,mood swings:1,fatigue:1,weight gain:1,,,,
Hyperthyroidism,mood swings:1,fatigue:1,weight loss:1,restlessness:1,,,,
Hypoglycemia,anxiety:1,sweating:1,fatigue:1,vomiting:2,,,,
Osteoarthristis,neck pain:2,hip joint pain:2,joint pain:2,knee pain:2,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,headache:1,vomiting:2,,,,
Acne,skin rash:1,blackheads:1,scurring:1,pus filled pimples:1,,,,
Urinary tract infection,foul smell of urine:1,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,high fever:2,,,,
Fungal infection,itching:1,skin rash:1,nodal skin eruptions:1,dischromic  patches:1,,,,
Allergy,chills:1,shivering:1,continuous sneezing:1,watering from eyes:1,,,,
GERD,acidity:1,stomach pain:2,ulcers on tongue:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Drug Reaction,itching:1,skin rash:1,burning micturition:1,stomach pain:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,loss of appetite:1,vomiting:2,,,,
AIDS,extra marital contacts:1,patches in throat:1,muscle wasting:1,high fever:2,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,diarrhoea:1,vomiting:2,,,,
Bronchial Asthma,breathlessness:3,fatigue:1,high fever:2,cough:1,,,,
Hypertension ,loss of balance:1,dizziness:1,chest pain:3,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,dizziness:1,back pain:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,altered sensorium:1,headache:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis C,nausea:1,loss of appetite:1,yellowish skin:1,fatigue:1,,,,
Hepatitis D,yellowish skin:1,fatigue:1,joint pain:2,vomiting:2,,,,
Hepatitis E,fatigue:1,high fever:2,joint pain:2,vomiting:2,,,,
Alcoholic hepatitis,abdominal pain:2,yellowish skin:1,swelling of stomach:1,vomiting:2,,,,
Tuberculosis,chills:1,fatigue:1,weight loss:1,vomiting:2,,,,
Common Cold,chills:1,fatigue:1,continuous sneezing:1,cough:1,,,,
Pneumonia,chills:1,fatigue:1,high fever:2,cough:1,,,,
Dimorphic hemmorhoids(piles),constipation:1,pain during bowel movements:2,bloody stool:1,pain in anal region:2,,,,
Heart attack,sweating:1,breathlessness:3,chest pain:3,vomiting:2,,,,
Varicose veins,bruising:1,obesity:1,fatigue:1,cramps:1,,,,
Hypothyroidism,cold hands and feets:1,mood swings:1,fatigue:1,weight gain:1,,,,
Hyperthyroidism,mood swings:1,fatigue:1,weight loss:1,restlessness:1,,,,
Hypoglycemia,anxiety:1,sweating:1,fatigue:1,vomiting:2,,,,
Osteoarthristis,neck pain:2,hip joint pain:2,joint pain:2,knee pain:2,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,headache:1,vomiting:2,,,,
Acne,skin rash:1,blackheads:1,scurring:1,pus filled pimples:1,,,,
Urinary tract infection,foul smell of urine:1,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,high fever:2,,,,
Fungal infection,itching:1,skin rash:1,nodal skin eruptions:1,dischromic  patches:1,,,,
Allergy,chills:1,shivering:1,continuous sneezing:1,watering from eyes:1,,,,
GERD,acidity:1,stomach pain:2,ulcers on tongue:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Drug Reaction,itching:1,skin rash:1,burning micturition:1,stomach pain:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,loss of appetite:1,vomiting:2,,,,
AIDS,extra marital contacts:1,patches in throat:1,muscle wasting:1,high fever:2,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,diarrhoea:1,vomiting:2,,,,
Bronchial Asthma,breathlessness:3,fatigue:1,high fever:2,cough:1,,,,
Hypertension ,loss of balance:1,dizziness:1,chest pain:3,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,dizziness:1,back pain:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,altered sensorium:1,headache:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis C,nausea:1,loss of appetite:1,yellowish skin:1,fatigue:1,,,,
Hepatitis D,yellowish skin:1,fatigue:1,joint pain:2,vomiting:2,,,,
Hepatitis E,fatigue:1,high fever:2,joint pain:2,vomiting:2,,,,
Alcoholic hepatitis,abdominal pain:2,yellowish skin:1,swelling of stomach:1,vomiting:2,,,,
Tuberculosis,chills:1,fatigue:1,weight loss:1,vomiting:2,,,,
Common Cold,chills:1,fatigue:1,continuous sneezing:1,cough:1,,,,
Pneumonia,chills:1,fatigue:1,high fever:2,cough:1,,,,
Dimorphic hemmorhoids(piles),constipation:1,pain during bowel movements:2,bloody stool:1,pain in anal region:2,,,,
Heart attack,sweating:1,breathlessness:3,chest pain:3,vomiting:2,,,,
Varicose veins,bruising:1,obesity:1,fatigue:1,cramps:1,,,,
Hypothyroidism,cold hands and feets:1,mood swings:1,fatigue:1,weight gain:1,,,,
Hyperthyroidism,mood swings:1,fatigue:1,weight loss:1,restlessness:1,,,,
Hypoglycemia,anxiety:1,sweating:1,fatigue:1,vomiting:2,,,,
Osteoarthristis,neck pain:2,hip joint pain:2,joint pain:2,knee pain:2,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,headache:1,vomiting:2,,,,
Acne,skin rash:1,blackheads:1,scurring:1,pus filled pimples:1,,,,
Urinary tract infection,foul smell of urine:1,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,high fever:2,,,,
Fungal infection,itching:1,skin rash:1,nodal skin eruptions:1,dischromic  patches:1,,,,
Allergy,chills:1,shivering:1,continuous sneezing:1,watering from eyes:1,,,,
GERD,acidity:1,stomach pain:2,ulcers on tongue:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Drug Reaction,itching:1,skin rash:1,burning micturition:1,stomach pain:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,loss of appetite:1,vomiting:2,,,,
AIDS,extra marital contacts:1,patches in throat:1,muscle wasting:1,high fever:2,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,diarrhoea:1,vomiting:2,,,,
Bronchial Asthma,breathlessness:3,fatigue:1,high fever:2,cough:1,,,,
Hypertension ,loss of balance:1,dizziness:1,chest pain:3,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,dizziness:1,back pain:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,altered sensorium:1,headache:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis C,nausea:1,loss of appetite:1,yellowish skin:1,fatigue:1,,,,
Hepatitis D,yellowish skin:1,fatigue:1,joint pain:2,vomiting:2,,,,
Hepatitis E,fatigue:1,high fever:2,joint pain:2,vomiting:2,,,,
Alcoholic hepatitis,abdominal pain:2,yellowish skin:1,swelling of stomach:1,vomiting:2,,,,
Tuberculosis,chills:1,fatigue:1,weight loss:1,vomiting:2,,,,
Common Cold,chills:1,fatigue:1,continuous sneezing:1,cough:1,,,,
Pneumonia,chills:1,fatigue:1,high fever:2,cough:1,,,,
Dimorphic hemmorhoids(piles),constipation:1,pain during bowel movements:2,bloody stool:1,pain in anal region:2,,,,
Heart attack,sweating:1,breathlessness:3,chest pain:3,vomiting:2,,,,
Varicose veins,bruising:1,obesity:1,fatigue:1,cramps:1,,,,
Hypothyroidism,cold hands and feets:1,mood swings:1,fatigue:1,weight gain:1,,,,
Hyperthyroidism,mood swings:1,fatigue:1,weight loss:1,restlessness:1,,,,
Hypoglycemia,anxiety:1,sweating:1,fatigue:1,vomiting:2,,,,
Osteoarthristis,neck pain:2,hip joint pain:2,joint pain:2,knee pain:2,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,headache:1,vomiting:2,,,,
Acne,skin rash:1,blackheads:1,scurring:1,pus filled pimples:1,,,,
Urinary tract infection,foul smell of urine:1,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,high fever:2,,,,
Fungal infection,itching:1,skin rash:1,nodal skin eruptions:1,dischromic  patches:1,,,,
Allergy,chills:1,shivering:1,continuous sneezing:1,watering from eyes:1,,,,
GERD,acidity:1,stomach pain:2,ulcers on tongue:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Drug Reaction,itching:1,skin rash:1,burning micturition:1,stomach pain:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,loss of appetite:1,vomiting:2,,,,
AIDS,extra marital contacts:1,patches in throat:1,muscle wasting:1,high fever:2,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,diarrhoea:1,vomiting:2,,,,
Bronchial Asthma,breathlessness:3,fatigue:1,high fever:2,cough:1,,,,
Hypertension ,loss of balance:1,dizziness:1,chest pain:3,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,dizziness:1,back pain:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,altered sensorium:1,headache:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis C,nausea:1,loss of appetite:1,yellowish skin:1,fatigue:1,,,,
Hepatitis D,yellowish skin:1,fatigue:1,joint pain:2,vomiting:2,,,,
Hepatitis E,fatigue:1,high fever:2,joint pain:2,vomiting:2,,,,
Alcoholic hepatitis,abdominal pain:2,yellowish skin:1,swelling of stomach:1,vomiting:2,,,,
Tuberculosis,chills:1,fatigue:1,weight loss:1,vomiting:2,,,,
Common Cold,chills:1,fatigue:1,continuous sneezing:1,cough:1,,,,
Pneumonia,chills:1,fatigue:1,high fever:2,cough:1,,,,
Dimorphic hemmorhoids(piles),constipation:1,pain during bowel movements:2,bloody stool:1,pain in anal region:2,,,,
Heart attack,sweating:1,breathlessness:3,chest pain:3,vomiting:2,,,,
Varicose veins,bruising:1,obesity:1,fatigue:1,cramps:1,,,,
Hypothyroidism,cold hands and feets:1,mood swings:1,fatigue:1,weight gain:1,,,,
Hyperthyroidism,mood swings:1,fatigue:1,weight loss:1,restlessness:1,,,,
Hypoglycemia,anxiety:1,sweating:1,fatigue:1,vomiting:2,,,,
Osteoarthristis,neck pain:2,hip joint pain:2,joint pain:2,knee pain:2,,,,
